Mes,Año,Empresa,Tarifa,Abonados,Ventas,"Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG",Trimestre,Sistema,Trimestral
"Setiembre ",2023,COOPELESCA,"Media tensión a",3,1258282.8,95217320,95459120,75.67,75.86,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPESANTOS,"Media tensión a",7,308544,36614130,37922140,118.67,122.91,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,"Media tensión a",5,482613,34745880,37178620,72,77.04,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,"Media tensión a",561,53463949,3757730000,4141362000,70.29,77.46,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,"Media tensión a",27,8083653,580652300,598447200,71.83,74.03,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Media tensión a",830,89158085.3,6625511630,7211346080,74.31,80.88,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,"Media tensión b",98,23826691,1535609000,1666276000,64.45,69.93,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPELESCA,"Media tensión b",6,4405491.36,306262200,307037200,69.52,69.69,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,"Media tensión b",14,10073114,610521100,646693700,60.61,64.2,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,"Media tensión b",162,59347618,3381015000,3726217000,56.97,62.79,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,"Media tensión b",9,8817994,504084800,539371700,57.17,61.17,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Media tensión b",289,106470908.36,6337492100,6885595600,59.52,64.67,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,Preferencial,3119,10616335,681663100,739651300,64.21,69.67,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPESANTOS,Preferencial,436,171394,23478390,24295620,136.98,141.75,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,Preferencial,905,4030147,247374220,264717430,61.38,65.68,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,Preferencial,6774,13531572,1106626900,1219649800,81.78,90.13,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,Preferencial,677,1030766,65478850,69522790,63.52,67.45,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL",Preferencial,11911,29380214,2124621460,2317836940,72.31,78.89,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,Promocional,35,832659,81047755,87941600,97.34,105.62,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL",Promocional,35,832659,81047755,87941600,97.34,105.62,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,Residencial,523825,123531489,10111700000,10971780000,81.86,88.82,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEALFARORUIZ,Residencial,6183,1405772,106320600,114278900,75.63,81.29,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEGUANACASTE,Residencial,75792,24473061.28,2080308000,2163240000,85,88.39,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPELESCA,Residencial,98923,17841658.38,1518800000,1522638000,85.13,85.34,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPESANTOS,Residencial,47154,6774093,612742300,634066300,90.45,93.6,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,Residencial,82574,21226864,1684969000,1802997000,79.38,84.94,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,Residencial,770490,151160249,13299450000,14657570000,87.98,96.97,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,Residencial,91403,21496491,1570908000,1695193000,73.08,78.86,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL",Residencial,1696344,367909677.66,30985197900,33561763200,84.22,91.22,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,"Residencial horaria",7800,4036825,297508300,322834200,73.7,79.97,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,"Residencial horaria",5,3399,349975.9,385714.7,102.96,113.48,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Residencial horaria",7805,4040224,297858275.9,323219914.7,73.72,80,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"Usuarios Directos","Usuarios Directos",15,45216806,1529910000,1722005000,33.83,38.08,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,276047060,13324111463.3,15246907436.53,48.27,55.23,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,409930164.47,19337134234.27,22127665798.65,47.17,53.98,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,685977224.47,32661245697.57,37374573235.18,47.61,54.48,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,1845048,88111880.09,101497133.94,47.76,55.01,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,29405812,1564229944.19,1564229944.19,53.19,53.19,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,14935398,640578132.68,733016158.94,42.89,49.08,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,5054761,254587351.35,291326236.54,50.37,57.63,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,ESPH,"Ventas al servicio de Distribución",0,38758946,1848901100.2,2115700649.55,47.7,54.59,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,JASEC,"Ventas al servicio de Distribución",0,50064974,2339426647.81,2677013103.17,46.73,53.47,"III Trimestre",Generacion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,140064939,6735835056.32,7482783226.33,48.09,53.42,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,CNFL,"Alumbrado Público",0,5543663.47,317250107.17,317250107.17,57.23,57.23,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,33616.54,1928244.78,1928244.78,57.36,57.36,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEGUANACASTE,"Alumbrado Público",0,755128.23,42377796.26,42377796.26,56.12,56.12,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPELESCA,"Alumbrado Público",0,854120.65,49962641.36,49962641.36,58.5,58.5,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPESANTOS,"Alumbrado Público",0,361329,20735964.8,20735964.8,57.39,57.39,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,"Alumbrado Público",0,648490.39,39947008.02,39947008.02,61.6,61.6,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,"Alumbrado Público",0,12527710.08,809358109.95,809358109.95,64.61,64.61,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,"Alumbrado Público",0,1260606.07,78649288,78649288,62.39,62.39,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21984664.42,1360209160.35,1360209160.35,61.87,61.87,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,"Comercios y servicios",74160,91672025.74,10196572000,11064168000,111.23,120.69,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEALFARORUIZ,"Comercios y servicios",1173,379453,35264381,37909920,92.93,99.91,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEGUANACASTE,"Comercios y servicios",16558,22648149.87,2149715900,2235992700,94.92,98.73,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPELESCA,"Comercios y servicios",13975,17369588.42,1671234100,1675823400,96.22,96.48,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPESANTOS,"Comercios y servicios",3842,1865878,289577560,299743220,155.2,160.64,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,"Comercios y servicios",11453,16543505,1372304000,1468392400,82.95,88.76,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,"Comercios y servicios",104949,79692422,8587012027.1,9463850973.9,107.75,118.75,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,"Comercios y servicios",15643,13300813,1238237000,1316055800,93.09,98.95,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Comercios y servicios",241753,243471835.03,25539916968.1,27561936413.9,104.9,113.2,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,Industrial,1443,5308003,639790300,694221700,120.53,130.79,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEALFARORUIZ,Industrial,716,500661,45813630,49254830,91.51,98.38,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEGUANACASTE,Industrial,220,969924.54,74633271,77644118,76.95,80.05,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPELESCA,Industrial,1693,4381688.8,436069900,437238700,99.52,99.79,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPESANTOS,Industrial,209,149809,23791085,24619230,158.81,164.34,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,Industrial,352,3307855,255486450,273372830,77.24,82.64,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,Industrial,3007,7699254,859432300,947203600,111.63,123.03,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,Industrial,330,4306416,360129010,380207430,83.63,88.29,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL",Industrial,7970,26623611.34,2695145946,2883762438,101.23,108.32,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,"Media tensión a",225,26969285,2172332000,2357162000,80.55,87.4,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPELESCA,"Media tensión a",3,1196715.6,92642850,92877690,77.41,77.61,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPESANTOS,"Media tensión a",7,275013,32900980,34075090,119.63,123.9,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,"Media tensión a",5,467703,31237010,33424190,66.79,71.46,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,"Media tensión a",557,53916208,3766120000,4150609000,69.85,76.98,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,"Media tensión a",27,7805711,562192600,579335900,72.02,74.22,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Media tensión a",824,90630635.6,6657425440,7247483870,73.46,79.97,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,"Media tensión b",96,24956926,1589851000,1725134000,63.7,69.12,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPELESCA,"Media tensión b",6,4116734.16,290413700,291249400,70.54,70.75,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,"Media tensión b",14,10139261,613392600,649933000,60.5,64.1,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,"Media tensión b",162,62198447,3510792000,3869244000,56.45,62.21,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,"Media tensión b",9,7913716,462660700,495048800,58.46,62.56,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Media tensión b",287,109325084.16,6467110000,7030609200,59.15,64.31,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,Preferencial,3126,10132136,652932800,708477400,64.44,69.92,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPESANTOS,Preferencial,435,161173,22000420,22766250,136.5,141.25,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,Preferencial,900,3842131,235373990,251876180,61.26,65.56,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,Preferencial,6750,12411533,1008331900,1111315800,81.24,89.54,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,Preferencial,677,1028148,64294360,68225430,62.53,66.36,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL",Preferencial,11888,27575121,1982933470,2162661060,71.91,78.43,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,Promocional,35,863884,78376245,85042595,90.73,98.44,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL",Promocional,35,863884,78376245,85042595,90.73,98.44,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,Residencial,523254,122955754,10058660000,10914250000,81.81,88.77,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEALFARORUIZ,Residencial,6222,1455764,110575900,118885200,75.96,81.67,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPEGUANACASTE,Residencial,75618,27376110.61,2364546000,2458783000,86.37,89.81,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPELESCA,Residencial,98681,18159696.61,1550011000,1554338000,85.35,85.59,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,COOPESANTOS,Residencial,47161,6761054,611881200,633175200,90.5,93.65,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ESPH,Residencial,82457,20623102,1648180000,1746268000,79.92,84.68,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,Residencial,769052,153561664,13563680000,14948750000,88.33,97.35,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,JASEC,Residencial,91286,21369960,1561402000,1678827000,73.07,78.56,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL",Residencial,1693731,372263105.22,31468936100,34053276400,84.53,91.48,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,CNFL,"Residencial horaria",7743,3997138,294744400,319834800,73.74,80.02,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,ICE,"Residencial horaria",5,3388,352027.1,387973.9,103.9,114.51,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Residencial horaria",7748,4000526,295096427.1,320222773.9,73.76,80.05,"III Trimestre",Distribucion,"2023 3"
"Agosto    ",2023,"Usuarios Directos","Usuarios Directos",15,44047624,1502849000,1691073000,34.12,38.39,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,288850634,13847798186.19,15846166962.24,47.94,54.86,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,424485395.44,19923068410.8,22798155806.55,46.93,53.71,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,713336029.44,33770866596.99,38644322768.79,47.34,54.17,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,1801994,86908133.68,99975825.95,48.23,55.48,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,25719805,1237016332.09,1415518066.82,48.1,55.04,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,20560562,862604844.6,987081674.64,41.95,48.01,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,4659162,244169840.36,281147116.07,52.41,60.34,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,ESPH,"Ventas al servicio de Distribución",0,32227228,1594013897.18,1824038005.03,49.46,56.6,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,JASEC,"Ventas al servicio de Distribución",0,52458538,2443903647.93,2796565833.56,46.59,53.31,"III Trimestre",Generacion,"2023 3"
"Agosto    ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,137427289,6468616695.84,7404326522.07,47.07,53.88,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,CNFL,"Alumbrado Público",0,5557518.68,317896923.84,317896923.84,57.2,57.2,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,33616.54,1942363.74,1942363.74,57.78,57.78,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEGUANACASTE,"Alumbrado Público",0,756043.02,42429134.27,42429134.27,56.12,56.12,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPELESCA,"Alumbrado Público",0,852231.13,49852112.18,49852112.18,58.5,58.5,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPESANTOS,"Alumbrado Público",0,357302,20491269.7,20491269.7,57.35,57.35,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,"Alumbrado Público",0,648774.09,39964483.63,39964483.63,61.6,61.6,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,"Alumbrado Público",0,12494531.4,675113455.61,675113455.61,54.03,54.03,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,"Alumbrado Público",0,1258516.92,78518945.66,78518945.66,62.39,62.39,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21958533.78,1226208688.63,1226208688.63,55.84,55.84,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,"Comercios y servicios",74065,92259324,10220846000,10875209000,110.78,117.88,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEALFARORUIZ,"Comercios y servicios",1169,373990,34613457,37206085,92.55,99.48,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEGUANACASTE,"Comercios y servicios",16469,21331051.5,2070207300,2085319400,97.05,97.76,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPELESCA,"Comercios y servicios",13972,17477542.8,1677463200,1718215700,95.98,98.31,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPESANTOS,"Comercios y servicios",3828,1809992,280243940,288445770,154.83,159.36,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,"Comercios y servicios",11444,16187115,1340108100,1390085000,82.79,85.88,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,"Comercios y servicios",105296,83735521,9161623965.6,9864627064.4,109.41,117.81,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,"Comercios y servicios",15603,12735080,1190746900,1233205600,93.5,96.84,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Comercios y servicios",241846,245909616.3,25975852862.6,27492313619.4,105.63,111.8,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,Industrial,1437,5464752,654431500,697221600,119.76,127.59,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEALFARORUIZ,Industrial,719,508820,46755430,50245760,91.89,98.75,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEGUANACASTE,Industrial,220,797264.9,79055113,79238010,99.16,99.39,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPELESCA,Industrial,1689,4580619.2,454866800,464996600,99.3,101.51,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPESANTOS,Industrial,208,150222,23725699,24467112,157.94,162.87,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,Industrial,351,3470604,263513970,272418890,75.93,78.49,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,Industrial,3120,9302715,1070156700,1158699700,115.04,124.56,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,Industrial,333,4557225.8,393016890,407952670,86.24,89.52,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL",Industrial,8077,28832222.9,2985522102,3155240342,103.55,109.43,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,"Media tensión a",227,26675137,2152868000,2336067000,80.71,87.57,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPELESCA,"Media tensión a",3,1111476,87875680,89460970,79.06,80.49,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPESANTOS,"Media tensión a",7,342713,37601690,38942000,109.72,113.63,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,"Media tensión a",5,472322,30987060,31973080,65.61,67.69,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,"Media tensión a",558,54023242,3830915000,4183733000,70.91,77.44,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,"Media tensión a",27,8004749,546598900,588577700,68.28,73.53,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Media tensión a",827,90629639,6686846330,7268753750,73.78,80.2,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,"Media tensión b",96,24092900,1543885000,1675256000,64.08,69.53,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPELESCA,"Media tensión b",6,4278362.6,301982500,309849500,70.58,72.42,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,"Media tensión b",11,9411480,552045300,594442400,58.66,63.16,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,"Media tensión b",161,57814871,3297690000,3628092000,57.04,62.75,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,"Media tensión b",9,8676963,495846800,511628000,57.15,58.96,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Media tensión b",283,104274576.6,6191449600,6719267900,59.38,64.44,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,Preferencial,3140,10212716,655373600,699717300,64.17,68.51,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPESANTOS,Preferencial,439,149691,20315130,20851720,135.71,139.3,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,Preferencial,898,4175588,252065950,260567060,60.37,62.4,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,Preferencial,6797,13209660,1091051400,1184411700,82.59,89.66,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,Preferencial,675,902794,58743540,60884170,65.07,67.44,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL",Preferencial,11949,28650449,2077549620,2226431950,72.51,77.71,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,Promocional,37,882614,84686080,91889340,95.95,104.11,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL",Promocional,37,882614,84686080,91889340,95.95,104.11,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,Residencial,522717,121487713,9906068000,10562690000,81.54,86.94,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEALFARORUIZ,Residencial,6216,1454089,110331500,118585500,75.88,81.55,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPEGUANACASTE,Residencial,75406,24517653.1,2110706000,2143920000,86.09,87.44,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPELESCA,Residencial,98423,18009461.8,1536483000,1574083000,85.32,87.4,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,COOPESANTOS,Residencial,47065,6636948,598946600,614835900,90.24,92.64,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ESPH,Residencial,82381,20418270,1608702000,1681134000,78.79,82.33,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,Residencial,767483,147657401,13224800000,14215910000,89.56,96.28,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,JASEC,Residencial,91194,21209825,1548922000,1597285000,73.03,75.31,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL",Residencial,1690885,361391360.9,30644959100,32508443400,84.8,89.95,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,CNFL,"Residencial horaria",7684,3879859,286953500,306514400,73.96,79,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,ICE,"Residencial horaria",6,3974,421965.6,451064.4,106.18,113.5,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Residencial horaria",7690,3883833,287375465.6,306965464.4,73.99,79.04,"III Trimestre",Distribucion,"2023 3"
"Julio     ",2023,"Usuarios Directos","Usuarios Directos",16,39462617,1392473000,1564804000,35.29,39.65,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,293918610,14140598601.49,16181223439.01,48.11,55.05,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,427161086.68,20058035611.29,22952598790.43,46.96,53.73,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,721079696.68,34198634212.78,39133822229.44,47.43,54.27,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,1721683,81136034.31,93588462.71,47.13,54.36,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,27694832,1325432055.91,1516692820.32,47.86,54.76,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,16724818,682529591.87,781020311.89,40.81,46.7,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,3816897,212360224.26,244470905.52,55.64,64.05,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,ESPH,"Ventas al servicio de Distribución",0,32645318,1592338009.32,1822118396.3,48.78,55.82,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,JASEC,"Ventas al servicio de Distribución",0,50378640,2363316259.99,2704349530.11,46.91,53.68,"III Trimestre",Generacion,"2023 3"
"Julio     ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,132982188,6257112175.66,7162240426.86,47.05,53.86,"III Trimestre",Generacion,"2023 3"
"Junio     ",2023,CNFL,"Alumbrado Público",0,5389328.58,308437309.83,308437309.83,57.23,57.23,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,32571.59,1760168.54,1760168.54,54.04,54.04,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEGUANACASTE,"Alumbrado Público",0,734657.97,41229005.27,41229005.27,56.12,56.12,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPELESCA,"Alumbrado Público",0,823301.13,47119664.25,47119664.25,57.23,57.23,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPESANTOS,"Alumbrado Público",0,339794,19653735.65,19653735.65,57.84,57.84,"II Trimestre",Distribucion,"2023 2"
