Mes,Año,Empresa,Tarifa,Abonados,Ventas,"Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG",Trimestre,Sistema,Trimestral
"Diciembre ",2023,CNFL,Industrial,1445,5864416,692851800,692851800,118.15,118.15,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,JASEC,"Media tensión a",28,7654053,548314100,548314100,71.64,71.64,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,ICE,"Media tensión a",559,54557709,3854535000,3854535000,70.65,70.65,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,ESPH,"Media tensión a",5,469101,33138700,33138700,70.64,70.64,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,COOPESANTOS,"Media tensión a",5,750160.2,65039310,65039310,86.7,86.7,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,COOPELESCA,"Media tensión a",2,602263.8,52090330,52090330,86.49,86.49,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,CNFL,"Media tensión a",224,24433045.5,2017862000,2017862000,82.59,82.59,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,"TOTAL NACIONAL","Comercios y servicios",242936,252006150.98,26355703676.75,26355699676.75,104.58,104.58,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,"TOTAL NACIONAL",Industrial,8040,28856414.95,2994938598,2994938598,103.79,103.79,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,ICE,Industrial,3082,9489173,1065695300,1065695300,112.31,112.31,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,ESPH,Industrial,346,3525155,268167070,268167070,76.07,76.07,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,COOPESANTOS,Industrial,210,386883.47,65426650,65426650,169.11,169.11,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,COOPELESCA,Industrial,1691,4346409.43,433540600,433540600,99.75,99.75,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,COOPEGUANACASTE,Industrial,224,814219.01,88511298,88511298,108.71,108.71,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,COOPEALFARORUIZ,Industrial,718,520969,53222670,53222670,102.16,102.16,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,JASEC,Industrial,324,3909190.04,327523210,327523210,83.78,83.78,"IV Trimestre",Distribucion,"2023 4"
"Diciembre ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,111084366,5424087006.25,5424087006.25,48.83,48.83,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,CNFL,"Alumbrado Público",0,5300381.91,304510060.92,304510060.92,57.45,57.45,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEGUANACASTE,Residencial,76363,22738560.38,1895943000,1895943000,83.38,83.38,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEALFARORUIZ,Residencial,6222,1442051,118240800,118240800,81.99,81.99,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,Residencial,525008,122894120,10039250000,10039250000,81.69,81.69,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL",Promocional,34,859221,77972480,77972480,90.75,90.75,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,Promocional,34,859221,77972480,77972480,90.75,90.75,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL",Preferencial,11903,28889465.45,2092050230,2092136100,72.42,72.42,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPELESCA,Residencial,99571,17697419.23,1504139000,1504171000,84.99,84.99,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,Preferencial,679,1084777,66754570,66840440,61.54,61.62,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,Preferencial,884,3757822,233844960,233844960,62.23,62.23,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPESANTOS,Preferencial,436,167659.45,22956700,22956700,136.92,136.92,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,Preferencial,3120,10131785,651978500,651978500,64.35,64.35,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Media tensión b",300,110117802.2,6571643700,6571651200,59.68,59.68,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,"Media tensión b",9,8308993,479169100,479169100,57.67,57.67,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,"Media tensión b",165,61545656,3500390000,3500390000,56.87,56.87,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,Preferencial,6784,13747422,1116515500,1116515500,81.22,81.22,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,"Media tensión b",15,9927728,615496900,615496900,62,62,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPESANTOS,Residencial,47408,6929588.79,628592800,628592800,90.71,90.71,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,Residencial,773130,150655876,13243090000,13243090000,87.9,87.9,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,"Ventas al servicio de Distribución",0,26953126,1375658833.63,1375658833.63,51.04,51.04,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,5088544,259898158.01,259898158.01,51.08,51.08,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,8250491,413038710.68,413038710.68,50.06,50.06,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,23658102,1184125852.61,1184125852.61,50.05,50.05,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,1644149,81547185.98,81547185.98,49.6,49.6,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,688761375.52,32830673819.92,32830673819.92,47.67,47.67,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,ESPH,Residencial,82865,20812294,1649115000,1649115000,79.24,79.24,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,418518211.52,19753949948.54,19753949948.54,47.2,47.2,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,"Usuarios Directos","Usuarios Directos",16,45923713,1575840000,1575840000,34.31,34.31,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Residencial horaria",7940,4073147,301686500.8,301686500.8,74.07,74.07,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,"Residencial horaria",3,1225,125900.8,125900.8,102.78,102.78,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,"Residencial horaria",7937,4071922,301560600,301560600,74.06,74.06,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL",Residencial,1702228,364553475.4,30643955600,30651863600,84.06,84.08,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,Residencial,91661,21383566,1565585000,1573461000,73.21,73.58,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,270243164,13076723871.38,13076723871.38,48.39,48.39,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,JASEC,"Ventas al servicio de Distribución",0,45500896,2163525761.87,2163525761.87,47.55,47.55,"IV Trimestre",Generacion,"2023 4"
"Noviembre ",2023,COOPELESCA,"Media tensión b",7,5118190.2,353424700,353432200,69.05,69.05,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Media tensión a",827,90752548.75,6709647460,6709647460,73.93,73.93,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,"Comercios y servicios",11404,16405308,1359272200,1359272200,82.86,82.86,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPESANTOS,"Comercios y servicios",3846,1897870.17,294736200,294736200,155.3,155.3,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPELESCA,"Comercios y servicios",14036,17444198.12,1676338200,1676368500,96.1,96.1,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEGUANACASTE,"Comercios y servicios",16880,20291430.16,1916829300,1916829300,94.46,94.46,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEALFARORUIZ,"Comercios y servicios",1187,374494,37716508,37716508,100.71,100.71,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,"Comercios y servicios",74301,93017089.65,10328078000,10328078000,111.03,111.03,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,"Comercios y servicios",106290,84784923,9096816900.8,9096816900.8,107.29,107.29,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21362000.74,1226435219.22,1226435219.22,57.41,57.41,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,"Alumbrado Público",0,12258169.2,714370282.91,714370282.91,58.28,58.28,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,"Alumbrado Público",0,628681.75,34709519.31,34709519.31,55.21,55.21,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPESANTOS,"Alumbrado Público",0,358079,19064176.9,19064176.9,53.24,53.24,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPELESCA,"Alumbrado Público",0,831821.97,43384589.85,43384589.85,52.16,52.16,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEGUANACASTE,"Alumbrado Público",0,727428.41,40292259.63,40292259.63,55.39,55.39,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,32488.24,1690363.17,1690363.17,52.03,52.03,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,"Alumbrado Público",0,1224950.27,68413966.55,68413966.55,55.85,55.85,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,"Media tensión b",104,25217235,1623163000,1623163000,64.37,64.37,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,"Comercios y servicios",15763,13684242,1253262700,1255847800,91.58,91.77,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,Industrial,1445,5604555,671746400,671746400,119.86,119.86,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,"Media tensión a",27,8171297,564737500,564737500,69.11,69.11,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,"Media tensión a",562,55040363,3871503000,3871503000,70.34,70.34,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,"Media tensión a",5,525707,36893780,36893780,70.18,70.18,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPESANTOS,"Media tensión a",7,519776.75,68093220,68093220,131,131,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPELESCA,"Media tensión a",2,734898,57999960,57999960,78.92,78.92,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,CNFL,"Media tensión a",224,25760507,2110420000,2110420000,81.92,81.92,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Comercios y servicios",243707,247899555.1,25963050008.8,25965665408.8,104.73,104.74,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL",Industrial,8037,29029048.86,2989817697,2989859297,102.99,103,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ICE,Industrial,3086,9619119,1086469600,1086469600,112.95,112.95,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,ESPH,Industrial,347,3525223,267801050,267801050,75.97,75.97,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPESANTOS,Industrial,209,192941.24,30192950,30192950,156.49,156.49,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPELESCA,Industrial,1691,4547626.61,454900300,454905700,100.03,100.03,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEGUANACASTE,Industrial,217,626511.55,69342767,69342767,110.68,110.68,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,COOPEALFARORUIZ,Industrial,716,480677,47600480,47600480,99.03,99.03,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,JASEC,Industrial,326,4432395.46,361764150,361800350,81.62,81.63,"IV Trimestre",Distribucion,"2023 4"
"Noviembre ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,111095308,5477794502.79,5477794502.79,49.31,49.31,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,CNFL,"Alumbrado Público",0,5482375.09,313742769.24,313742769.24,57.23,57.23,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEGUANACASTE,Residencial,76108,24121633.34,2036181925,2085020000,84.41,86.44,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEALFARORUIZ,Residencial,6190,1455370,119024404,119024400,81.78,81.78,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,Residencial,524405,121797919,9936686388,10359610000,81.58,85.06,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL",Promocional,34,861002,77137455,77137460,89.59,89.59,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,Promocional,34,861002,77137455,77137460,89.59,89.59,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL",Preferencial,11908,30545272.42,2227517684,2322100110,72.93,76.02,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPELESCA,Residencial,99278,18368798.08,1569916279,1572515000,85.47,85.61,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,Preferencial,679,1029780,64529583,67215590,62.66,65.27,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,Preferencial,904,4104532,249671281,265351770,60.83,64.65,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPESANTOS,Preferencial,436,170399.42,23347177,23725650,137.01,139.24,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,Preferencial,3111,10406205,672420980,699374300,64.62,67.21,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Media tensión b",292,110965542.8,6566163588,6613114300,59.17,59.6,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,"Media tensión b",9,8314837,480953075,514621000,57.84,61.89,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,"Media tensión b",162,61592648,3478129712,3490848000,56.47,56.68,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,Preferencial,6778,14834356,1217548663,1266432800,82.08,85.37,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,"Media tensión b",15,10853699,650866433,650866400,59.97,59.97,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPESANTOS,Residencial,47321,6733382,608718660,618881900,90.4,91.91,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,Residencial,771876,147065903,12878601778,13617800000,87.57,92.6,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,"Ventas al servicio de Distribución",0,35727038,1777806969.47,1777806969.47,49.76,49.76,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,6328227,306448732.24,306448732.24,48.43,48.43,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,14116985,647605973.27,647605973.27,45.87,45.87,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,28942542,1314505792.22,1314505792.22,45.42,45.42,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,1729989,84131821.59,84131821.59,48.63,48.63,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,691810691.34,32844034135.14,32844034135.14,47.48,47.48,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,ESPH,Residencial,82703,20606397,1630127137,1710150000,79.11,82.99,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,421431999.34,19753381418.76,19753381418.76,46.87,46.87,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,"Usuarios Directos","Usuarios Directos",16,46424567,1574294782,1574295000,33.91,33.91,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Residencial horaria",7877,3993790,293203900,304305712.7,73.41,76.19,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,"Residencial horaria",3,1279,136780,141912.7,106.94,110.96,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,"Residencial horaria",7874,3992511,293067120,304163800,73.4,76.18,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL",Residencial,1699431,361412441.42,30329559469,31737284300,83.92,87.81,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,Residencial,91550,21263039,1550302898,1654283000,72.91,77.8,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,270378692,13090652716.38,13090652716.38,48.42,48.42,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,JASEC,"Ventas al servicio de Distribución",0,46880575,2207916972.95,2207916972.95,47.1,47.1,"IV Trimestre",Generacion,"2023 4"
"Octubre   ",2023,COOPELESCA,"Media tensión b",6,4695622.8,328364808,328928900,69.93,70.05,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Media tensión a",829,89647930.3,6573557880,6657893210,73.33,74.27,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,"Comercios y servicios",11439,16302811,1361041783,1438659700,83.49,88.25,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPESANTOS,"Comercios y servicios",3838,1879238.99,292580067,295927480,155.69,157.47,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPELESCA,"Comercios y servicios",14012,17799387.88,1709431028,1712188800,96.04,96.19,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEGUANACASTE,"Comercios y servicios",16742,20782114.69,1973042306,2016857600,94.94,97.05,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEALFARORUIZ,"Comercios y servicios",1193,383260,38531110,38531110,100.54,100.54,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,"Comercios y servicios",74248,92742853.65,10308247074,10806975000,111.15,116.53,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,"Comercios y servicios",106075,83530552,8994760051,9477079912.7,107.68,113.46,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Alumbrado Público",0,22041710.07,1261119248.66,1261119248.66,57.22,57.22,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,"Alumbrado Público",0,12630783.84,733010117.45,733010117.45,58.03,58.03,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,"Alumbrado Público",0,648671.09,35813130.71,35813130.71,55.21,55.21,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPESANTOS,"Alumbrado Público",0,374173,19921044.9,19921044.9,53.24,53.24,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPELESCA,"Alumbrado Público",0,857445.03,44720988.57,44720988.57,52.16,52.16,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEGUANACASTE,"Alumbrado Público",0,753268.27,41723529.47,41723529.47,55.39,55.39,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,33571.18,1736637.26,1736637.26,51.73,51.73,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,"Alumbrado Público",0,1261422.58,70451031.05,70451031.05,55.85,55.85,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,"Media tensión b",100,25508736,1627849560,1627850000,63.82,63.82,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,"Comercios y servicios",15682,13360565,1229595110,1286762500,92.03,96.31,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,Industrial,1448,5520799,664390135,693811300,120.34,125.67,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,"Media tensión a",27,7838964,538340600,538340600,68.67,68.67,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,"Media tensión a",561,53575303,3732893179,3814595000,69.68,71.2,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,"Media tensión a",5,497079,36090011,38616780,72.6,77.69,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPESANTOS,"Media tensión a",7,284663,40810904,40810900,143.37,143.37,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPELESCA,"Media tensión a",3,1177555.8,92256296,92362930,78.35,78.44,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,CNFL,"Media tensión a",226,26274365.5,2133166890,2133167000,81.19,81.19,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Comercios y servicios",243229,246780783.21,25907228529,27072982102.7,104.98,109.7,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL",Industrial,8041,29451605,2949558246,3051941116,100.15,103.63,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ICE,Industrial,3086,9537137,1073918294,1116540600,112.6,117.07,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,ESPH,Industrial,348,3416807,261776576,278034440,76.61,81.37,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPESANTOS,Industrial,208,160966.46,23712696,23869520,147.31,148.29,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPELESCA,Industrial,1692,4577542.38,458219014,458891800,100.1,100.25,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEGUANACASTE,Industrial,215,1514267.32,71593194,73542586,47.28,48.57,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,COOPEALFARORUIZ,Industrial,718,495006,50993813,50993810,103.02,103.02,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,JASEC,Industrial,326,4229079.84,344954524,356257060,81.57,84.24,"IV Trimestre",Distribucion,"2023 4"
"Octubre   ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,133725356,6338416261.74,6338416261.74,47.4,47.4,"IV Trimestre",Generacion,"2023 4"
"Setiembre ",2023,CNFL,"Alumbrado Público",0,5346416.17,307154762.92,307154762.92,57.45,57.45,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,32554.91,1892742.91,1892742.91,58.14,58.14,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEGUANACASTE,"Alumbrado Público",0,730035.12,40604553.37,40604553.37,55.62,55.62,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPELESCA,"Alumbrado Público",0,827488.5,48404767.29,48404767.29,58.5,58.5,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPESANTOS,"Alumbrado Público",0,357717,20515069.95,20515069.95,57.35,57.35,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,"Alumbrado Público",0,627834.59,38674610.56,38674610.56,61.6,61.6,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,"Alumbrado Público",0,12189258,790888151.47,790888151.47,64.88,64.88,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,"Alumbrado Público",0,1222717.91,76285443.35,76285443.35,62.39,62.39,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21334022.2,1324420101.82,1324420101.82,62.08,62.08,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,"Comercios y servicios",74256,93862172.65,10401843000,11286839000,110.82,120.25,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEALFARORUIZ,"Comercios y servicios",1220,376039,35597784,38235622,94.67,101.68,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEGUANACASTE,"Comercios y servicios",16654,21621750.32,2059055400,2141579100,95.23,99.05,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPELESCA,"Comercios y servicios",13988,17202440.01,1651023500,1655165300,95.98,96.22,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPESANTOS,"Comercios y servicios",3835,1852852,287885730,297981000,155.37,160.82,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,"Comercios y servicios",11451,16753974,1393021300,1490560400,83.15,88.97,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,"Comercios y servicios",105627,85250524,9160095975.9,10095558714.7,107.45,118.42,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,"Comercios y servicios",15673,12994808,1222913600,1301367800,94.11,100.15,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL","Comercios y servicios",242704,249914559.98,26211436289.9,28307286936.7,104.88,113.27,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,Industrial,1449,5560529,666371400,723064100,119.84,130.04,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEALFARORUIZ,Industrial,719,445882,44503430,47824050,99.81,107.26,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPEGUANACASTE,Industrial,218,881063.92,88321252,91880102,100.24,104.28,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPELESCA,Industrial,1694,4336276.89,434374500,435464100,100.17,100.42,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,COOPESANTOS,Industrial,207,143090,22610343,23397388,158.01,163.52,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ESPH,Industrial,351,3553915,269493080,288360020,75.83,81.14,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,ICE,Industrial,3098,9459667,1065366700,1174171500,112.62,124.12,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,JASEC,Industrial,328,4261388.92,361500560,381402790,84.83,89.5,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,"TOTAL NACIONAL",Industrial,8064,28641812.73,2952541265,3165564050,103.08,110.52,"III Trimestre",Distribucion,"2023 3"
"Setiembre ",2023,CNFL,"Media tensión a",227,25561043.5,2120552000,2300977000,82.96,90.02,"III Trimestre",Distribucion,"2023 3"
