Id_Tipo_Medicion,Tipo_Medicion,Conformidad,Operacion,Provincia,Canton,Distrito,Codigo_DTA,Anio,X,Y
0.2738012508686588,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5420211519680028,0.5175782400085298
0.27449617790132036,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5412309345030936,0.5173633099897685
0.2751911049339819,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5405540343397085,0.5171017339434112
0.2758860319666435,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5405415742617773,0.5176539864649086
0.27658095899930507,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5391281290047422,0.51781579980317
0.2772758860319666,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5362949963957874,0.5182936926683719
0.27797081306462823,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5365624198998212,0.5177019041852673
0.2786657400972898,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5382652577003367,0.5166542060663413
0.27936066712995133,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5430441803973894,0.5171368679415078
0.28005559416261294,0.0,1.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5425056187314629,0.5160647965760368
0.2807505211952745,0.0,0.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5415956656241104,0.5154231601362174
0.28144544822793605,0.0,1.0,0.1,1.0,0.060240963855421686,0.7289002557544758,0.008363083432500334,0.33333333333337123,0.5414723241141103,0.512981111217373
0.28214037526059765,0.0,1.0,0.1,0.8333333333333333,0.674698795180723,0.43734015345268545,0.8264412270263124,0.33333333333337123,0.2266334146814325,0.5136053061413399
0.2828353022932592,0.0,0.0,0.1,1.0,0.060240963855421686,0.030690537084398978,0.008263916435277019,0.33333333333337123,0.5405628644382453,0.5145305478998292
0.28353022932592076,0.0,1.0,0.1,1.0,0.20481927710843376,0.8158567774936062,0.003355150072722468,0.33333333333337123,0.5448608691173106,0.518330527985162
0.28422515635858236,0.0,1.0,0.1,1.0,0.20481927710843376,0.8158567774936062,0.003355150072722468,0.33333333333337123,0.5456325066908557,0.520184309083819
0.2849200833912439,0.0,0.0,0.1,1.0,0.1927710843373494,0.9283887468030692,0.028146899378553497,0.33333333333337123,0.5567019557623142,0.5304597587469497
0.28561501042390547,0.0,0.0,0.1,1.0,0.1927710843373494,0.9283887468030692,0.028146899378553497,0.33333333333337123,0.5571897978956691,0.5298931022460018
0.2863099374565671,0.0,1.0,0.1,1.0,0.20481927710843376,0.7340153452685423,0.0033716779055930346,0.33333333333337123,0.5541802171724487,0.5272111793889125
0.28700486448922863,0.0,1.0,0.1,0.16666666666666666,0.39759036144578314,0.6982097186700768,0.33397791881528494,0.33333333333337123,0.5560342562734099,0.5269742246372817
0.2876997915218902,0.0,0.0,0.1,1.0,0.20481927710843376,0.7340153452685423,0.0033716779055930346,0.33333333333337123,0.5565662776040149,0.5273470997396861
0.2883947185545518,0.0,1.0,0.1,1.0,0.7590361445783133,0.9923273657289003,6.611133148221038e-05,0.33333333333337123,0.5508885862466372,0.5336773839619022
0.28908964558721334,0.0,1.0,0.1,1.0,0.7590361445783133,0.9923273657289003,6.611133148221038e-05,0.33333333333337123,0.5523838917585632,0.534914287395766
0.2897845726198749,0.0,1.0,0.1,1.0,0.7590361445783133,0.9923273657289003,6.611133148221038e-05,0.33333333333337123,0.5486949270658813,0.5351409411766586
0.2904794996525365,0.0,1.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.5429121922110264,0.5325209914549407
0.29094278434097753,0.0,1.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.5433654439073429,0.5324563167020102
0.2916377113736391,0.0,0.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.5429693065467723,0.5345972921981628
0.29233263840630064,0.0,0.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.5429156011652653,0.5337079694373044
0.29302756543896225,0.0,0.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.5410362360258808,0.5327797322943906
0.2939541348158443,0.0,1.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.5415803348025522,0.5308395231038276
0.2946490618485059,0.0,1.0,0.1,1.0,0.7590361445783133,0.823529411764706,0.0001652783287055537,0.33333333333337123,0.542259991752439,0.5297240673011343
0.2953439888811675,0.0,1.0,0.1,1.0,0.20481927710843376,0.813299232736573,0.00347084490281635,0.33333333333337123,0.5419070656711592,0.5280710064651313
0.296038915913829,0.0,1.0,0.1,1.0,0.20481927710843376,0.813299232736573,0.00347084490281635,0.33333333333337123,0.5424706402086935,0.5286015773060102
0.29673384294649063,0.0,0.0,0.1,1.0,0.20481927710843376,0.813299232736573,0.00347084490281635,0.33333333333337123,0.5434493605573293,0.5274860459540034
0.2974287699791522,0.0,1.0,0.1,1.0,0.20481927710843376,0.813299232736573,0.00347084490281635,0.33333333333337123,0.5427788566323469,0.5273965816226815
0.29812369701181374,0.0,1.0,0.1,1.0,0.20481927710843376,0.813299232736573,0.00347084490281635,0.33333333333337123,0.5418406639731445,0.5267692946889877
0.29881862404447534,0.0,1.0,0.1,1.0,0.20481927710843376,0.8158567774936062,0.003355150072722468,0.33333333333337123,0.5461583200850132,0.520686223064426
0.2995135510771369,0.0,1.0,0.1,1.0,0.20481927710843376,0.8005115089514068,0.003322094406981363,0.33333333333337123,0.5476820887573594,0.5214676169820192
0.30020847810979845,0.0,1.0,0.1,1.0,0.20481927710843376,0.8005115089514068,0.003322094406981363,0.33333333333337123,0.5488089585370036,0.5208541546002032
