"Id Tipo Medición","Tipo Medición",Conformidad,Operación,Provincia,Cantón,Distrito,"Código DTA",Año,X,Y
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,CARIARI,70205,2021,"533066.15000000037 "," 1149066.67"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,CARIARI,70205,2021,"533435.90000000037 "," 1148915.5999999996"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,CARIARI,70205,2021,"530640.83999999985 "," 1146339.3900000006"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,JIMÉNEZ,70202,2021,"533024.54999999981 "," 1134877.0299999993"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,JIMÉNEZ,70202,2021,"533024.54999999981 "," 1134877.0299999993"
SD,SD,SÍ,ICE,PUNTARENAS,ESPARZA,"ESPÍRITU SANTO",60201,2021,"427234.0700000003 "," 1105505.67"
SD,SD,SÍ,ICE,PUNTARENAS,ESPARZA,"ESPÍRITU SANTO",60201,2021,"427089.37999999989 "," 1105475.1799999997"
SD,SD,SÍ,ICE,PUNTARENAS,ESPARZA,"SAN RAFAEL",60204,2021,"430902.04999999981 "," 1100796.3200000003"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"LLANO GRANDE",30110,2021,"509475.59609999973 "," 1098716.1889999993"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"LLANO GRANDE",30110,2021,"507338.94359999988 "," 1098260.0390000008"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SANTA ROSA",30705,2021,"517429.8685999997 "," 1097696.4399999995"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"TIERRA BLANCA",30108,2021,"511581.31130000018 "," 1095607.3809999991"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"TIERRA BLANCA",30108,2021,"511634.88370000012 "," 1095423.034"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"POTRERO CERRADO",30703,2021,"511909.51339999959 "," 1093948.8739999998"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"SAN NICOLÁS",30104,2021,"508060.3306 "," 1093825.0620000008"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"512096.11000000034 "," 1093442.4049999993"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511470.27489999961 "," 1093356.7119999994"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,COT,30702,2021,"514573.36550000031 "," 1093126.4489999991"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"508839.22800000012 "," 1092666.1950000003"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,COT,30702,2021,"515107.31350000016 "," 1092641.9230000004"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"SAN NICOLÁS",30104,2021,"508652.80150000006 "," 1092628.5470000003"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"SAN NICOLÁS",30104,2021,"507168.23570000008 "," 1092577.1309999991"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"508894.11060000025 "," 1092466.0289999992"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"510087.31520000007 "," 1092426.3029999994"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"509453.47910000011 "," 1092237.2349999994"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"510570.15039999969 "," 1092170.8509999998"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"508997.64429999981 "," 1091992.7029999997"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"501788.17009999976 "," 1091917.2109999992"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"510495.99399999995 "," 1091857.6219999995"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"509053.61139999982 "," 1091849.4949999992"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511256.5998999998 "," 1091721.8149999995"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,CARMEN,30103,2021,"509058.88350000046 "," 1091373.3809999991"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511114.14049999975 "," 1091350.1679999996"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"510309.7067 "," 1091315.8699999992"
SD,SD,SÍ,JASEC,"SAN JOSÉ",DESAMPARADOS,PATARRÁ,10307,2021,"499565.36809999961 "," 1091118.7789999992"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511120.81259999983 "," 1091047.6899999995"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511109.86409999989 "," 1090985.7530000005"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,ORIENTAL,30101,2021,"508728.31850000005 "," 1090972.7219999991"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"502648.40809999965 "," 1090591.7719999999"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"507384.57880000025 "," 1090559.5730000008"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"510506.79179999977 "," 1090534.3440000005"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"510748.07990000024 "," 1090518.9299999997"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,ORIENTAL,30101,2021,"508609.44319999963 "," 1090461.9619999994"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,ORIENTAL,30101,2021,"508613.06379999965 "," 1090456.102"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511493.90880000032 "," 1090382.0179999992"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,ORIENTAL,30101,2021,"509925.65189999994 "," 1090038.7119999994"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"506723.13210000005 "," 1089970.523"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"DULCE NOMBRE",30109,2021,"509805.03189999983 "," 1089951.3090000004"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"506657.3387000002 "," 1089903.0470000003"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"505966.38740000036 "," 1089852.0539999995"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"506525.73660000041 "," 1089851.0439999998"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"DULCE NOMBRE",30109,2021,"510040.14460000023 "," 1089670.1270000003"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"DULCE NOMBRE",30109,2021,"509979.30140000023 "," 1089568.9159999993"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"509126.58609999996 "," 1089468.7149999999"
SD,SD,SÍ,ICE,ALAJUELA,OROTINA,COYOLAR,20904,2021,"436354.94000000041 "," 1089366.1600000001"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"507852.95839999989 "," 1089203.2119999994"
SD,SD,SÍ,JASEC,CARTAGO,OREAMUNO,"SAN RAFAEL",30701,2021,"511535.23979999963 "," 1089037.9580000006"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"GUADALUPE O ARENILLA",30106,2021,"505592.52080000006 "," 1089001.7349999994"
SD,SD,SÍ,JASEC,CARTAGO,"EL GUARCO","EL TEJAR",30801,2021,"506909.78029999975 "," 1088912.1559999995"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,QUEBRADILLA,30111,2021,"503855.24010000005 "," 1088702.682"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"508723.62079999968 "," 1088587.943"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"508106.68910000008 "," 1088502.4220000003"
SD,SD,SÍ,JASEC,CARTAGO,PARAÍSO,"LLANOS DE SANTA LUCÍA",30205,2021,"512826.35709999967 "," 1088473.2410000004"
SD,SD,SÍ,JASEC,CARTAGO,PARAÍSO,"LLANOS DE SANTA LUCÍA",30205,2021,"512607.43489999976 "," 1088472.7229999993"
SD,SD,SÍ,JASEC,CARTAGO,"EL GUARCO","EL TEJAR",30801,2021,"505332.67279999983 "," 1088376.3880000003"
SD,SD,SÍ,JASEC,CARTAGO,"EL GUARCO","EL TEJAR",30801,2021,"506134.2257000003 "," 1088337.4729999993"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"508817.06589999981 "," 1088140.6050000004"
SD,SD,SÍ,JASEC,CARTAGO,PARAÍSO,PARAÍSO,30201,2021,"515251.2229000004 "," 1088096.5920000002"
SD,SD,SÍ,JASEC,CARTAGO,"EL GUARCO","EL TEJAR",30801,2021,"503250.74540000036 "," 1088028.3220000006"
SD,SD,SÍ,ICE,PUNTARENAS,GARABITO,LAGUNILLAS,61103,2021,"435898.1799999997 "," 1087936.4299999997"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,QUEBRADILLA,30111,2021,"500210.8088999996 "," 1087897.1229999997"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"506850.21449999977 "," 1087788.8230000008"
SD,SD,SÍ,JASEC,CARTAGO,"EL GUARCO",TOBOSI,30803,2021,"501059.75210000016 "," 1087755.4649999999"
SD,SD,SÍ,JASEC,CARTAGO,PARAÍSO,PARAÍSO,30201,2021,"517004.56859999988 "," 1087445.8399999999"
SD,SD,SÍ,JASEC,CARTAGO,CARTAGO,"AGUACALIENTE O SAN FRANCISCO",30105,2021,"506028.73620000016 "," 1086185.8169999998"
SD,SD,SÍ,ICE,PUNTARENAS,GARABITO,LAGUNILLAS,61103,2021,"432159.12000000011 "," 1086135.5"
SD,SD,SÍ,ICE,"SAN JOSÉ",TURRUBARES,CARARA,11605,2021,"440130.40000000037 "," 1072530.5299999993"
SD,SD,SÍ,ICE,PUNTARENAS,GARABITO,JACÓ,61101,2021,"430167.25 "," 1068026.9900000002"
SD,SD,SÍ,ICE,GUANACASTE,BAGACES,BAGACES,50401,2021,"364329.70000000019 "," 1163375.8399999999"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,SARCHÍ,"TORO AMARILLO",21203,2021,"467483.63829999976 "," 1129393.8499999996"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,SARCHÍ,"TORO AMARILLO",21203,2021,"466848.07060000021 "," 1129250.659"
SD,SD,NO,COOPEALFARO,ALAJUELA,NARANJO,"CIRRÍ SUR",20604,2021,"459249.17019999959 "," 1123584.795"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,NARANJO,"CIRRÍ SUR",20604,2021,"458931.2078999998 "," 1123419.2599999998"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"457455.97329999972 "," 1126805.3660000004"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"457270.25650000013 "," 1127259.0519999992"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"457127.06020000018 "," 1126628.8010000009"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"457060.47719999962 "," 1125932.0979999993"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"457049.58710000012 "," 1125987.4120000005"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"456995.70040000044 "," 1126728.5010000002"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"456951.96760000009 "," 1126805.9739999995"
SD,SD,NO,COOPEALFARO,ALAJUELA,ZARCERO,LAGUNA,21102,2021,"456635.72599999979 "," 1128034.0270000007"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,ZARCERO,21101,2021,"456469.98350000009 "," 1126895.0429999996"
SD,SD,NO,COOPEALFARO,ALAJUELA,NARANJO,"SAN JOSÉ",20603,2021,"456442.63680000044 "," 1122459.9949999992"
SD,SD,NO,COOPEALFARO,ALAJUELA,ZARCERO,LAGUNA,21102,2021,"455934.2081000004 "," 1127780.5099999998"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,ZARCERO,GUADALUPE,21104,2021,"455142.17690000031 "," 1125270.8650000002"
SD,SD,NO,COOPEALFARO,ALAJUELA,NARANJO,"SAN JOSÉ",20603,2021,"454066.71870000008 "," 1123989.2699999996"
SD,SD,NO,COOPEALFARO,ALAJUELA,"SAN RAMÓN",VOLIO,20210,2021,"449701.08980000019 "," 1120798.7980000004"
SD,SD,SÍ,COOPEALFARO,ALAJUELA,"SAN RAMÓN",VOLIO,20210,2021,"448681.2723000003 "," 1120335.7239999995"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"323989.76740000024 "," 1240215.8320000004"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"324047.60259999987 "," 1240059.1989999991"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"323293.49069999997 "," 1239173.9499999993"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"323083.92190000042 "," 1238863.6309999991"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"323048.45739999972 "," 1238712.1620000005"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"324995.80559999961 "," 1237490.9140000008"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"325331.0137 "," 1235761.9930000007"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"332403.1853 "," 1235632.7310000006"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA GARITA",51003,2021,"332553.70600000024 "," 1232830.602"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA GARITA",51003,2021,"328040.841 "," 1229389.2799999993"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"325179.83519999962 "," 1229348.4470000006"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"322388.08150000032 "," 1224383.1769999992"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"322308.75380000006 "," 1224272.7829999998"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","LA CRUZ",51001,2021,"322449.31109999958 "," 1223729.1410000008"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,"SAN JOSÉ O PIZOTE",21303,2021,"367735.68149999995 "," 1213191.0069999993"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","SANTA ELENA",51004,2021,"318393.55850000028 "," 1211641.3990000002"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,DELICIAS,21305,2021,"383019.98770000041 "," 1211089"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","SANTA ELENA",51004,2021,"317525.11249999981 "," 1210540.0470000003"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","SANTA ELENA",51004,2021,"315561.10130000021 "," 1210459.295"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,UPALA,21301,2021,"386262.00299999956 "," 1206447.5390000008"
SD,SD,SÍ,ICE,GUANACASTE,"LA CRUZ","SANTA ELENA",51004,2021,"310889.53160000034 "," 1205946.4079999998"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,"AGUAS CLARAS",21302,2021,"371117.74340000004 "," 1205577.1889999993"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,UPALA,21301,2021,"390796.38470000029 "," 1204113.0360000003"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"541492.86120000016 "," 1201624.9079999998"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"542154.95639999956 "," 1200247.6539999992"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"462380.84489999991 "," 1199634.7019999996"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,"AGUAS CLARAS",21302,2021,"372545.75930000003 "," 1196510.7980000004"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,UPALA,21301,2021,"394579.70380000025 "," 1196352.3660000004"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,"AGUAS CLARAS",21302,2021,"364763.8487999998 "," 1196101"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"LOS CHILES","EL AMPARO",21403,2021,"433174.50339999981 "," 1193368.0920000002"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"448561.23170000035 "," 1192736.9930000007"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"LOS CHILES","SAN JORGE",21404,2021,"435686.78330000024 "," 1191822.068"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"LOS CHILES","SAN JORGE",21404,2021,"435640.7918999996 "," 1191791.5179999992"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"544122.15869999956 "," 1190960.1449999996"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"446489.55929999985 "," 1190417.512"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,BIJAGUA,21304,2021,"390348.4282999998 "," 1189017.9670000002"
SD,SD,NO,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"460489.08530000038 "," 1188289.988"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"447331.5987999998 "," 1188274.8509999998"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"LOS CHILES","SAN JORGE",21404,2021,"438466.12839999981 "," 1187878.455"
SD,SD,NO,COOPELESCA,HEREDIA,SARAPIQUÍ,CUREÑA,41005,2021,"503192.59740000032 "," 1187064.6720000003"
SD,SD,SÍ,COOPELESCA,HEREDIA,SARAPIQUÍ,CUREÑA,41005,2021,"503262.61550000031 "," 1186864.4900000002"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"546528.70770000014 "," 1186067.7760000005"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,BIJAGUA,21304,2021,"386003.70710000023 "," 1186038.7870000005"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,BIJAGUA,21304,2021,"383218.69969999976 "," 1186009.6649999991"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"LOS CHILES","SAN JORGE",21404,2021,"442626.58029999956 "," 1185199.954"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"462783.88460000046 "," 1183515.9279999994"
SD,SD,SÍ,ICE,ALAJUELA,UPALA,BIJAGUA,21304,2021,"384890.19560000021 "," 1183482.5629999992"
SD,SD,SÍ,ICE,GUANACASTE,BAGACES,"LA FORTUNA",50402,2021,"368084.3984000003 "," 1181404.591"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"443685.63239999954 "," 1180739.6400000006"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"446926.38229999971 "," 1179590.7410000004"
SD,SD,SÍ,ICE,ALAJUELA,GUATUSO,"SAN RAFAEL",21501,2021,"409326.03880000021 "," 1179250.1329999994"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"458931.54829999991 "," 1179230.5030000005"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"548966.6935 "," 1178927.6270000003"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"439952.35130000021 "," 1178546.0999999996"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"441245.8152999999 "," 1178081.5"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"437457.27249999996 "," 1177615.9859999996"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"437437.38100000005 "," 1177508.7339999992"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444170.54679999966 "," 1176926.2599999998"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"443911.20110000018 "," 1176900.1420000009"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444418.8404000001 "," 1176884.9279999994"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442030.84119999968 "," 1176498.4839999992"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442067.94629999995 "," 1176442.7939999998"
SD,SD,SÍ,ICE,GUANACASTE,LIBERIA,LIBERIA,50101,2021,"342983.0192 "," 1175776.488"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"550111.62729999982 "," 1175767.4900000002"
SD,SD,SÍ,ICE,GUANACASTE,LIBERIA,LIBERIA,50101,2021,"342554.5120000001 "," 1175680.5020000003"
SD,SD,SÍ,ICE,GUANACASTE,LIBERIA,LIBERIA,50101,2021,"341915.94539999962 "," 1175559.4869999997"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442387.01159999985 "," 1175551.0930000003"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442452.59669999965 "," 1175513.3760000002"
SD,SD,SÍ,ICE,GUANACASTE,CAÑAS,PALMIRA,50602,2021,"384162.17100000009 "," 1175007.7850000001"
SD,SD,SÍ,ICE,GUANACASTE,LIBERIA,LIBERIA,50101,2021,"341760.32160000037 "," 1174967.0429999996"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442655.74340000004 "," 1174648.0960000008"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"447091.19749999978 "," 1174434.0749999993"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"455435.3547 "," 1174430.9670000002"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444692.62839999981 "," 1174357.1490000002"
SD,SD,NO,COOPELESCA,ALAJUELA,"SAN CARLOS",MONTERREY,21012,2021,"427767.77280000038 "," 1173949.7630000003"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"550949.51169999968 "," 1173891.4729999993"
SD,SD,SÍ,ICE,GUANACASTE,LIBERIA,LIBERIA,50101,2021,"343421.64180000033 "," 1173788.9959999993"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444375.24990000017 "," 1172978.4189999998"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"441994.12920000032 "," 1172935.9370000008"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442018.0817 "," 1172865.1079999991"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"441953.51109999977 "," 1172858.8440000005"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444633.1512000002 "," 1172771.1669999994"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442747.28129999992 "," 1172474.5429999996"
SD,SD,SÍ,ICE,LIMÓN,POCOCÍ,COLORADO,70206,2021,"551567.32980000041 "," 1172458.1789999995"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442730.58320000023 "," 1172305.3450000007"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"456219.99920000043 "," 1171976.761"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"456042.69749999978 "," 1171950.4440000001"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"455662.01070000045 "," 1171194.1970000006"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"455803.15450000018 "," 1171180.954"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"454171.5274 "," 1170315.9739999995"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442704.40950000007 "," 1168446.3690000009"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"442853.06879999954 "," 1168341.045"
SD,SD,SÍ,COOPELESCA,HEREDIA,SARAPIQUÍ,"PUERTO VIEJO",41001,2021,"500128.0429999996 "," 1166743.7809999995"
SD,SD,SÍ,COOPELESCA,HEREDIA,SARAPIQUÍ,"PUERTO VIEJO",41001,2021,"500058.00239999965 "," 1166723.8719999995"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"453486.62530000042 "," 1166389.3660000004"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"439159.25619999971 "," 1166344.3479999993"
SD,SD,SÍ,COOPELESCA,HEREDIA,SARAPIQUÍ,"PUERTO VIEJO",41001,2021,"501270.61099999957 "," 1165930.8910000008"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"446942.04239999969 "," 1165760.6909999996"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"453173.77080000006 "," 1165699.6260000002"
SD,SD,NO,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"447015.16390000004 "," 1165626.7459999993"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444556.97070000041 "," 1165608.7119999994"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",CUTRIS,21011,2021,"446869.1604000004 "," 1165342.7190000005"
SD,SD,SÍ,COOPELESCA,ALAJUELA,"SAN CARLOS",POCOSOL,21013,2021,"444180.9375 "," 1165220.9010000005"
